,workerid,is_filler,lexicalization,order,polarity,question,response,sentence,sentence_id,structure,trial_type
2071,205,1,NA,14,base,Were there lecture slides online?,1,The professor updated the lecture slides online.,3008,,negation_pre
2072,205,0,11,16,base,Was there a claim that the gardener planted flowers near the fence?,1,Amy discussed the claim that the gardener planted flowers near the fence.,1115,,negation_pre
2073,205,1,NA,18,base,Was there a new history book in the library?,1,The student read the new history book in the library.,3001,,negation_pre
2074,205,1,NA,20,negated,Were there plants on the balcony?,1,Anna didn't water the plants on the balcony.,3012,,negation_pre
2075,205,0,20,22,negated,Was there a claim that the plumber fixed the leak before the inspection?,1,The landlord didn’t discuss the claim that the plumber fixed the leak before the inspection.,1206,,negation_pre
2076,205,1,NA,24,negated,Was there a new schedule on the board?,0,The teacher didn't post the new schedule on the board.,3013,,negation_pre
2077,205,1,NA,74,negated,Was there an old piano in the practice hall?,1,The musician didn't tune the old piano in the practice hall.,3026,,negation_post
2078,205,0,24,76,negated,Was there a claim that the committee rejected the proposal without review?,1,Jason didn’t discuss the claim that the committee rejected the proposal without review.,1246,,negation_post
2079,205,1,NA,78,base,Was there silver jewelry in the display case?,1,Maria polished the silver jewelry in the display case.,3021,,negation_post
2080,205,1,NA,80,base,Was there a heavy suitcase?,1,Christine bought the heavy suitcase.,3020,,negation_post
2081,205,0,1,82,base,Was there a claim that the bakery shop would serve donuts tomorrow?,1,John discussed the claim that the bakery shop would serve donuts tomorrow.,1015,,negation_post
2082,205,1,NA,84,base,Were there returned packages at the counter?,1,The clerk sorted the returned packages at the counter.,3024,,negation_post
2083,205,1,NA,86,base,Were there important documents in the office?,1,The journalist reviewed the important documents in the office.,3017,,negation_post
2084,205,0,4,88,negated,Was there a claim that the mechanic fixed the car after the accident?,1,Michael didn’t discuss the claim that the mechanic fixed the car after the accident.,1046,,negation_post
2085,205,1,NA,90,negated,Was there a missing wallet under the table?,0.21,Frank didn't find the missing wallet under the table.,3031,,negation_post
2086,205,1,NA,92,negated,Were there confidential folders in the archive?,1,The assistant didn't label the confidential folders in the archive.,3030,,negation_post
2087,205,0,23,94,base,Was there a claim that the lawyer filed the report too late?,1,Hannah discussed the claim that the lawyer filed the report too late.,1235,,negation_post
2088,205,1,NA,96,negated,Was there a practice field for the team?,0.21,The coach didn't reserve the practice field for the team.,3027,,negation_post
2089,95,1,NA,2,negated,Were there new books on the shelf?,0.89,The librarian didn't organize the new books on the shelf.,3011,,negation_pre
2090,95,0,6,4,negated,Was there a claim that the babysitter forgot to pick up the children after school?,0.26,Julia didn’t discuss the claim that the babysitter forgot to pick up the children after school.,1066,,negation_pre
2091,95,1,NA,6,base,Was there an ancient statue?,1,Ben took pictures of the ancient statue.,3007,,negation_pre
2092,95,1,NA,8,negated,Was there a new schedule on the board?,0.85,The teacher didn't post the new schedule on the board.,3013,,negation_pre
2093,95,0,2,10,base,Was there a claim that the cat knocked over the vase?,0.75,Katie discussed the claim that the cat knocked over the vase.,1025,,negation_pre
2094,95,1,NA,12,base,Was there a rare bird near the lake?,0.88,The hikers caught the rare bird near the lake.,3006,,negation_pre
2095,95,1,NA,14,base,Was there a new history book in the library?,0.98,The student read the new history book in the library.,3001,,negation_pre
2096,95,0,22,16,base,Was there a claim that the scientist developed a vaccine in the new lab?,0.57,Ethan discussed the claim that the scientist developed a vaccine in the new lab.,1225,,negation_pre
2097,95,1,NA,18,negated,Were there fresh vegetables at the supermarket?,0.73,Emily didn't buy fresh vegetables at the supermarket.,3010,,negation_pre
2098,95,1,NA,20,base,Were there lecture slides online?,0.95,The professor updated the lecture slides online.,3008,,negation_pre
2099,95,0,3,22,negated,Was there a claim that the airline canceled the morning flight to Chicago?,0.29,David didn’t discuss the claim that the airline canceled the morning flight to Chicago.,1036,,negation_pre
2100,95,1,NA,24,negated,Were there plants on the balcony?,0.94,Anna didn't water the plants on the balcony.,3012,,negation_pre
2101,95,1,NA,74,negated,Were there important documents in the office?,1,The journalist didn't review the important documents in the office.,3025,,negation_post
2102,95,0,4,76,negated,Was there a claim that the mechanic fixed the car after the accident?,0.1,Michael didn’t discuss the claim that the mechanic fixed the car after the accident.,1046,,negation_post
2103,95,1,NA,78,negated,Was there silver jewelry in the display case?,0.92,Maria didn't polish the silver jewelry in the display case.,3029,,negation_post
2104,95,1,NA,80,base,Was there an old piano in the practice hall?,0.82,The musician tuned the old piano in the practice hall.,3018,,negation_post
2105,95,0,24,82,negated,Was there a claim that the committee rejected the proposal without review?,0.86,Jason didn’t discuss the claim that the committee rejected the proposal without review.,1246,,negation_post
2106,95,1,NA,84,negated,Were there returned packages at the counter?,0.95,The clerk didn't sort the returned packages at the counter.,3032,,negation_post
2107,95,1,NA,86,base,Was there a heavy suitcase?,0.94,Christine bought the heavy suitcase.,3020,,negation_post
2108,95,0,20,88,base,Was there a claim that the plumber fixed the leak before the inspection?,0.88,The landlord discussed the claim that the plumber fixed the leak before the inspection.,1205,,negation_post
2109,95,1,NA,90,negated,Was there a practice field for the team?,0.2,The coach didn't reserve the practice field for the team.,3027,,negation_post
2110,95,1,NA,92,base,Were there confidential folders in the archive?,0.94,The assistant labeled the confidential folders in the archive.,3022,,negation_post
2111,95,0,15,94,base,Was there a claim that the photographer lost the camera during the trip?,0.87,Rachel discussed the claim that the photographer lost the camera during the trip.,1155,,negation_post
2112,95,1,NA,96,base,Was there a missing wallet under the table?,1,Frank found the missing wallet under the table.,3023,,negation_post
2113,23,1,NA,2,base,Was there a rare bird near the lake?,0.98,The hikers caught the rare bird near the lake.,3006,,negation_pre
2114,23,0,22,4,negated,Was there a claim that the scientist developed a vaccine in the new lab?,0.99,Ethan didn’t discuss the claim that the scientist developed a vaccine in the new lab.,1226,,negation_pre
2115,23,1,NA,6,negated,Were there new books on the shelf?,1,The librarian didn't organize the new books on the shelf.,3011,,negation_pre
2116,23,1,NA,8,base,Was there a new history book in the library?,0.99,The student read the new history book in the library.,3001,,negation_pre
2117,23,0,17,10,base,Was there a claim that the secretary sent the report to the wrong department?,0.99,Olivia discussed the claim that the secretary sent the report to the wrong department.,1175,,negation_pre
2118,23,1,NA,12,base,Were there plants on the balcony?,0.98,Anna watered the plants on the balcony.,3004,,negation_pre
2119,23,1,NA,14,base,Was there a new schedule on the board?,0.99,The teacher posted the new schedule on the board.,3005,,negation_pre
2120,23,0,13,16,base,Was there a claim that the reporter misquoted the politician in the article?,0.99,Laura discussed the claim that the reporter misquoted the politician in the article.,1135,,negation_pre
2121,23,1,NA,18,negated,Were there lecture slides online?,0.49,The professor didn't update the lecture slides online.,3016,,negation_pre
2122,23,1,NA,20,negated,Was there an ancient statue?,0.99,Ben didn't take pictures of the ancient statue.,3015,,negation_pre
2123,23,0,5,22,negated,Was there a claim that the neighbor played loud music after midnight?,0.99,Emma didn’t discuss the claim that the neighbor played loud music after midnight.,1056,,negation_pre
2124,23,1,NA,24,negated,Were there fresh vegetables at the supermarket?,0.52,Emily didn't buy fresh vegetables at the supermarket.,3010,,negation_pre
2125,23,1,NA,74,base,Were there important documents in the office?,0.99,The journalist reviewed the important documents in the office.,3017,,negation_post
2126,23,0,10,76,negated,Was there a claim that the museum restored the painting?,1,The curator didn’t discuss the claim that the museum restored the painting.,1106,,negation_post
2127,23,1,NA,78,negated,Was there a missing wallet under the table?,0.28,Frank didn't find the missing wallet under the table.,3031,,negation_post
2128,23,1,NA,80,negated,Was there a heavy suitcase?,0.99,Christine didn't buy the heavy suitcase.,3028,,negation_post
2129,23,0,24,82,base,Was there a claim that the committee rejected the proposal without review?,1,Jason discussed the claim that the committee rejected the proposal without review.,1245,,negation_post
2130,23,1,NA,84,negated,Were there returned packages at the counter?,1,The clerk didn't sort the returned packages at the counter.,3032,,negation_post
2131,23,1,NA,86,base,Was there an old piano in the practice hall?,0.99,The musician tuned the old piano in the practice hall.,3018,,negation_post
2132,23,0,7,88,negated,Was there a claim that the scientist discovered an error in the final experiment?,1,Nora didn’t discuss the claim that the scientist discovered an error in the final experiment.,1076,,negation_post
2133,23,1,NA,90,negated,Were there confidential folders in the archive?,0.99,The assistant didn't label the confidential folders in the archive.,3030,,negation_post
2134,23,1,NA,92,base,Was there a practice field for the team?,1,The coach reserved the practice field for the team.,3019,,negation_post
